id,Resturant Name,Review
297,Acai Ya Later Hoboken,love place literally eat like every day best acai bowl area owner care hygiene cleanliness much staff cool vibe dope always leave feeling like valued customer appreciate y'all
300,Acai Ya Later Hoboken,absolutely love acai bowl thought place going hit due name sike 1 star much worst acai bowl ever base super watery sweet like melted iceey fruit even taste fresh tasted like getting rotten could n't even finish bowl throw paid almost 40 3 thing waste money would never come nothing fresh
301,Acai Ya Later Hoboken,like acai ya never lot acai bowl far worst acai bowl ever n't realize someone make acai bowl taste bad
303,Acai Ya Later Hoboken,best acai bowl ever customer service amazing tentative need definitely would recommend
306,Acai Ya Later Hoboken,healthy sweet treat typically get washington street bowl peanut butter bowl huge usually eat half finish rest later like acai pataya blend watery sweet like place plus owner nicest guy matt mike brian guy rock
307,Acai Ya Later Hoboken,love place sweet treat feel guilty berry baby came lot berry dragon fruit base washington street bowl good pineapple added tropical taste
308,Acai Ya Later Hoboken,blueberry strawberry banana honey acai bowl super refreshing sweet delicious fruit quality exceptional n't know get amazing fruit barely find gourmet grocery store amount fruit perfect everything else highly recommend
309,Acai Ya Later Hoboken,regular customer make best acai bowl city fruit fresh keep environment clean ice coffee bit priced taste fresh
311,Acai Ya Later Hoboken,truly best acai bowl ever reasonably priced hoboken plus gluten free granola ask service stellar often understaffed usually empty randomly fill rush smoothy ok thick large matching price seems like rent fridge space counter space sell brand bit confusing brand question often overpriced n't stop constantly swinging bowl
312,Acai Ya Later Hoboken,went morning got berry bowl forgot exactly called also asked honey pb far best acai bowl base cold creamy icy great amount pb topping well girl working polite sweet definitely returning
316,Acai Ya Later Hoboken,ordered pickup seamless probably big mistake sure would happen ordered person watched make color acai brown instead purple fair chose peanut butter honey ordered syrup combination place never came brown also way sweet bad seamless n't way indicate much syrup would like n't know could add much honey bowl sadly say worst taste acai bowl ever gave 2 star maybe lack sweetness syrup indication seamless fault even though n't understand n't know amount honey put way much
317,Acai Ya Later Hoboken,ordered delivery good portion lot fruit topping also love coconut flake granola one thing would n't next time add nutella agave cause making bowl way sweet
318,Acai Ya Later Hoboken,get acai bowl tri state area acai ya later hand make best acai bowl around
319,Acai Ya Later Hoboken,great find craving acai one hit head owner nice guy hooked bowl option good tasted delicious def recommend come back
320,Acai Ya Later Hoboken,would life introduced acai especially cute place washington bowl nutella thing eat probably live brainer anyday place make acai later
322,Acai Ya Later Hoboken,incompetent worker rude customer service fresh fruit whatsoever extremely small storefront even smaller portion stopped couple week ago work freshly made smoothie since place closest decided give try went last night mad real smoothie blueberry strawberry banana orange juice asked pineapple juice instead orange girl behind counter pours seems like ice blender another customer walk already felt little snug store since soooo small take order expected would done shocked decides completely leave order half finished begin making customer bowl actually glad learned n't even use fresh acai bowl girl literally scooped looked like shaved ice pink syrup big tub freezer disgusting bowl size also extremely small customer charged almost 11 realizing starting entirely different order asked someone else would make order since left reply gon na make wait shocked leaf customer order also unfinished return order get horrific worker go mini fridge grab ziploc bag frozen fruit fresh fruit went smoothie nothing refreshing since girl decided work order go ahead put orange juice blender specifically asked pineapple n't lost track order busy making someone else maybe would remembered asked decided n't even worth argument grabbed drink walked smoothie tasteless watered ice put nothing special drink store definitely wo n't returning n't even like shaka bowl would soooo prefer disgrace acai spot
323,Acai Ya Later Hoboken,friend mine go spot staff super friendly even know bowl order amount time go bowl always freshly made honestly addicting withdrawal highly recommend say enough great thing
324,Acai Ya Later Hoboken,place go undergrad student stevens took pit stop day like walking back time quality still good even better love friendly staff punch card 2017 thankfully n't expire washington street bowl three smoothie base coconut acai pitaya yes manager said probably first mix three show either indecisive b base flavor super good almond butter agave drizzle complemented flavor opposed adding much sweetness come back bring beach bowl pitaya coconut base make feel island note coconut smoothie base likely healthy two moderation right
325,Acai Ya Later Hoboken,maybe one two acai bowl life still feel little like acai neophyte trying order one walkabout town past weekend craving something sweet thought try something little different ice cream first dang cute shop look like little tiki hut acai bowl duh smoothy juice look like thing staff super nice let try different base liked sweeter acai much better pitaya loved let try ordering got bring beach bowl pineapple banana mango granola coconut flake got honey nutella drizzle perfect sweet treat oh check yelp check offer half bowl smoothy
328,Acai Ya Later Hoboken,good product place seems little unorganized saw lot customer get annoyed bowl took forever come staff forgot mix got pb j time smoothie added nutella really really good really get money worth unlike playa bowl think keep customer coming back
329,Acai Ya Later Hoboken,placed order today felt pretty uninspired giving try repeat performance order taco bowl acai bowl two juice shot expensive place tried live option also plentiful given place specializes acai bowl delivery came taco bowl missing completely juice shot yummy bowl prepared correctly enjoy tried call find missing taco bowl phone number establishment listed google work seamless informed taco bowl today left feeling confused never gave head partner would happily chosen acai bowl instead since n't find delivery arrived pointless bother placing second order sure fail term working relationship seamless something honestly overlooked caused backtrack wait refund plus partner find new establishment order place second order lunch perspective made irritating experience
330,Acai Ya Later Hoboken,obsessed place super yummy prefer playa bowl like texture acai better every time order playa bowl soft l almost melted acai ya later washington st bowl fave friendly staff
